"id" "date" "base" "base_trend+meanShift" "base_mean_adj" "base_anomaly" "fit_of_base_anomaly" "annualC+meanShifts" "QM_adjusted" "fit_of_deseason_base"
1 1953-01-01 13.98 11.8601 9.4423 4.9377 3.6374 12.6797 8.7489 4.0902
2 1953-02-01 11.99 11.863 7.4523 3.0951 3.6403 12.5351 7.5061 4.0829
3 1953-03-01 13.02 11.8658 8.4823 3.7741 3.6431 12.889 8.0366 4.0756
4 1953-04-01 11.26 11.8687 6.7223 2.0593 3.646 12.8466 6.9852 4.0683
5 1953-05-01 12.21 11.8715 7.6723 3.7929 3.6488 12.0659 7.5819 4.061
6 1953-06-01 10.96 11.8744 6.4223 2.9397 3.6517 11.6719 6.7329 4.0537
7 1953-07-01 11.48 11.8772 6.9423 4.2711 3.6545 10.8634 7.1585 4.0464
8 1953-08-01 9.54 11.8801 5.0023 2.9079 3.6574 10.2894 5.5382 4.0392
9 1953-09-01 10.55 11.8829 6.0123 4.1515 3.6602 10.0587 6.3933 4.0319
10 1953-10-01 9.89 11.8858 5.3523 2.6655 3.663 10.8876 5.8659 4.0246
11 1953-11-01 15.23 11.8886 10.6923 6.4377 3.6659 12.4582 9.9148 4.0173
12 1953-12-01 13.74 11.8915 9.2023 4.1445 3.6687 13.2643 8.5688 4.01
13 1954-01-01 14.97 11.8943 10.4323 5.9277 3.6716 12.7138 9.6633 4.0027
14 1954-02-01 15.04 11.8972 10.5023 6.1451 3.6744 12.5693 9.7306 3.9954
15 1954-03-01 14.04 11.9 9.5023 4.7941 3.6773 12.9232 8.7922 3.9881
16 1954-04-01 14.53 11.9029 9.9923 5.3293 3.6801 12.8808 9.2606 3.9809
17 1954-05-01 12.93 11.9057 8.3923 4.5129 3.683 12.1001 8.0264 3.9736
18 1954-06-01 13.39 11.9086 8.8523 5.3697 3.6858 11.7061 8.3763 3.9663
19 1954-07-01 11.46 11.9114 6.9223 4.2511 3.6887 10.8975 7.1608 3.959
20 1954-08-01 9.59 11.9143 5.0523 2.9579 3.6915 10.3236 5.5843 3.9517
21 1954-09-01 9.17 11.9171 4.6323 2.7715 3.6944 10.0929 5.1858 3.9444
22 1954-10-01 10.86 11.92 6.3223 3.6355 3.6972 10.9217 6.6593 3.9371
23 1954-11-01 11.82 11.9228 7.2823 3.0277 3.7001 12.4923 7.4049 3.9298
24 1954-12-01 14.29 11.9256 9.7523 4.6945 3.7029 13.2984 9.0346 3.9225
25 1955-01-01 10.99 11.9285 6.4523 1.9477 3.7058 12.748 6.7739 3.9153
26 1955-02-01 13 11.9313 8.4623 4.1051 3.7086 12.6035 8.08 3.908
27 1955-03-01 15.78 11.9342 11.2423 6.5341 3.7115 12.9573 10.4621 3.9007
28 1955-04-01 15.89 11.937 11.3523 6.6893 3.7143 12.915 10.5719 3.8934
29 1955-05-01 13.63 11.9399 9.0923 5.2129 3.7172 12.1342 8.5452 3.8861
30 1955-06-01 11.43 11.9427 6.8923 3.4097 3.72 11.7403 7.1374 3.8788
31 1955-07-01 10.53 11.9456 5.9923 3.3211 3.7229 10.9317 6.3791 3.8715
32 1955-08-01 10.84 11.9484 6.3023 4.2079 3.7257 10.3578 6.6477 3.8642
33 1955-09-01 10.17 11.9513 5.6323 3.7715 3.7285 10.127 6.1064 3.857
34 1955-10-01 12.41 11.9541 7.8723 5.1855 3.7314 10.9559 7.7304 3.8497
35 1955-11-01 15.92 11.957 11.3823 7.1277 3.7342 12.5265 10.6019 3.8424
36 1955-12-01 15.69 11.9598 11.1523 6.0945 3.7371 13.3326 10.3727 3.8351
37 1956-01-01 14.09 11.9627 9.5523 5.0477 3.7399 12.7822 8.8504 3.8278
38 1956-02-01 14.62 11.9655 10.0823 5.7251 3.7428 12.6376 9.3384 3.8205
39 1956-03-01 15.15 11.9684 10.6123 5.9041 3.7456 12.9915 9.8383 3.8132
40 1956-04-01 13.65 11.9712 9.1123 4.4493 3.7485 12.9491 8.5928 3.8059
41 1956-05-01 12.38 11.9741 7.8423 3.9629 3.7513 12.1684 7.7349 3.7986
42 1956-06-01 12.58 11.9769 8.0423 4.5597 3.7542 11.7745 7.8481 3.7914
43 1956-07-01 10.65 11.9798 6.1123 3.4411 3.757 10.9659 6.4876 3.7841
44 1956-08-01 9.2 11.9826 4.6623 2.5679 3.7599 10.3919 5.2178 3.7768
45 1956-09-01 10.5 11.9855 5.9623 4.1015 3.7627 10.1612 6.361 3.7695
46 1956-10-01 12.73 11.9883 8.1923 5.5055 3.7656 10.9901 7.9283 3.7622
47 1956-11-01 10.21 11.9911 5.6723 1.4177 3.7684 12.5607 6.1403 3.7549
48 1956-12-01 15.03 11.994 10.4923 5.4345 3.7713 13.3668 9.7299 3.7476
49 1957-01-01 12.95 11.9968 8.4123 3.9077 3.7741 12.8164 8.1138 3.7403
50 1957-02-01 14.03 11.9997 9.4923 5.1351 3.777 12.6718 8.8173 3.7331
51 1957-03-01 13.84 12.0025 9.3023 4.5941 3.7798 13.0257 8.6801 3.7258
52 1957-04-01 13.01 12.0054 8.4723 3.8093 3.7827 12.9833 8.123 3.7185
53 1957-05-01 10.44 12.0082 5.9023 2.0229 3.7855 12.2026 6.3259 3.7112
54 1957-06-01 13 12.0111 8.4623 4.9797 3.7884 11.8086 8.1298 3.7039
55 1957-07-01 12.16 12.0139 7.6223 4.9511 3.7912 11.0001 7.6612 3.6966
56 1957-08-01 9.83 12.0168 5.2923 3.1979 3.794 10.4261 5.8109 3.6893
57 1957-09-01 8.83 12.0196 4.2923 2.4315 3.7969 10.1954 4.8544 3.682
58 1957-10-01 11.72 12.0225 7.1823 4.4955 3.7997 11.0243 7.3813 3.6747
59 1957-11-01 10.53 12.0253 5.9923 1.7377 3.8026 12.5949 6.4033 3.6675
60 1957-12-01 17.26 12.0282 12.7223 7.6645 3.8054 13.401 11.9427 3.6602
61 1958-01-01 13.28 12.031 8.7423 4.2377 3.8083 12.8505 8.2813 3.6529
62 1958-02-01 11.15 12.0339 6.6123 2.2551 3.8111 12.706 6.9154 3.6456
63 1958-03-01 12.26 12.0367 7.7223 3.0141 3.814 13.0598 7.6821 3.6383
64 1958-04-01 15.1 12.0396 10.5623 5.8993 3.8168 13.0175 9.7964 3.631
65 1958-05-01 10.98 12.0424 6.4423 2.5629 3.8197 12.2368 6.7834 3.6237
66 1958-06-01 10.45 12.0453 5.9123 2.4297 3.8225 11.8428 6.3423 3.6164
67 1958-07-01 9.76 12.0481 5.2223 2.5511 3.8254 11.0342 5.7501 3.6092
68 1958-08-01 11.13 12.051 6.5923 4.4979 3.8282 10.4603 6.9102 3.6019
69 1958-09-01 11.52 12.0538 6.9823 5.1215 3.8311 10.2296 7.2337 3.5946
70 1958-10-01 10.22 12.0566 5.6823 2.9955 3.8339 11.0584 6.1684 3.5873
71 1958-11-01 13.68 12.0595 9.1423 4.8877 3.8368 12.629 8.637 3.58
72 1958-12-01 13.8 12.0623 9.2623 4.2045 3.8396 13.4351 8.6761 3.5727
73 1959-01-01 15.58 12.0652 11.0423 6.5377 3.8425 12.8847 10.2636 3.5654
74 1959-02-01 14.7 12.068 10.1623 5.8051 3.8453 12.7402 9.4243 3.5581
75 1959-03-01 14.89 12.0709 10.3523 5.6441 3.8482 13.094 9.6031 3.5508
76 1959-04-01 14.09 12.0737 9.5523 4.8893 3.851 13.0517 8.8871 3.5436
77 1959-05-01 12.71 12.0766 8.1723 4.2929 3.8539 12.2709 7.9432 3.5363
78 1959-06-01 11.69 12.0794 7.1523 3.6697 3.8567 11.877 7.3601 3.529
79 1959-07-01 10.26 12.0823 5.7223 3.0511 3.8595 11.0684 6.2025 3.5217
80 1959-08-01 12.12 12.0851 7.5823 5.4879 3.8624 10.4945 7.6648 3.5144
81 1959-09-01 11.64 12.088 7.1023 5.2415 3.8652 10.2637 7.3263 3.5071
82 1959-10-01 10.46 12.0908 5.9223 3.2355 3.8681 11.0926 6.3651 3.4998
83 1959-11-01 13.85 12.0937 9.3123 5.0577 3.8709 12.6632 8.7138 3.4925
84 1959-12-01 11.92 12.0965 7.3823 2.3245 3.8738 13.4693 7.5294 3.4852
85 1960-01-01 13.87 12.0994 9.3323 4.8277 3.8766 12.9189 8.7217 3.478
86 1960-02-01 15 12.1022 10.4623 6.1051 3.8795 12.7743 9.7082 3.4707
87 1960-03-01 15.08 12.1051 10.5423 5.8341 3.8823 13.1282 9.7838 3.4634
88 1960-04-01 14.16 12.1079 9.6223 4.9593 3.8852 13.0858 8.9379 3.4561
89 1960-05-01 13.18 12.1108 8.6423 4.7629 3.888 12.3051 8.2438 3.4488
90 1960-06-01 11.84 12.1136 7.3023 3.8197 3.8909 11.9112 7.492 3.4415
91 1960-07-01 9.83 12.1165 5.2923 2.6211 3.8937 11.1026 5.8156 3.4342
92 1960-08-01 11.67 12.1193 7.1323 5.0379 3.8966 10.5286 7.3638 3.4269
93 1960-09-01 10.38 12.1221 5.8423 3.9815 3.8994 10.2979 6.2978 3.4197
94 1960-10-01 10.63 12.125 6.0923 3.4055 3.9023 11.1268 6.4971 3.4124
95 1960-11-01 12.04 12.1278 7.5023 3.2477 3.9051 12.6974 7.612 3.4051
96 1960-12-01 10.44 12.1307 5.9023 0.8445 3.908 13.5035 6.3514 3.3978
97 1961-01-01 12.07 12.1335 7.5323 3.0277 3.9108 12.9531 7.6286 3.3905
98 1961-02-01 16.2 12.1364 11.6623 7.3051 3.9137 12.8085 10.8822 3.3832
99 1961-03-01 13.83 12.1392 9.2923 4.5841 3.9165 13.1624 8.7319 3.3759
100 1961-04-01 13.28 12.1421 8.7423 4.0793 3.9194 13.12 8.3278 3.3686
101 1961-05-01 10.94 12.1449 6.4023 2.5229 3.9222 12.3393 6.7669 3.3613
102 1961-06-01 12.04 12.1478 7.5023 4.0197 3.925 11.9453 7.6374 3.3541
103 1961-07-01 10.6 12.1506 6.0623 3.3911 3.9279 11.1368 6.4796 3.3468
104 1961-08-01 10.26 12.1535 5.7223 3.6279 3.9307 10.5628 6.2199 3.3395
105 1961-09-01 11.34 12.1563 6.8023 4.9415 3.9336 10.3321 7.0976 3.3322
106 1961-10-01 12.98 12.1592 8.4423 5.7555 3.9364 11.161 8.161 3.3249
107 1961-11-01 12.24 12.162 7.7023 3.4477 3.9393 12.7316 7.7707 3.3176
108 1961-12-01 14.63 12.1649 10.0923 5.0345 3.9421 13.5377 9.3673 3.3103
109 1962-01-01 12.44 12.1677 7.9023 3.3977 3.945 12.9872 7.8288 3.303
110 1962-02-01 11.4 12.1706 6.8623 2.5051 3.9478 12.8427 7.1494 3.2958
111 1962-03-01 11.42 12.1734 6.8823 2.1741 3.9507 13.1965 7.165 3.2885
112 1962-04-01 12.79 12.1763 8.2523 3.5893 3.9535 13.1542 8.0406 3.2812
113 1962-05-01 12.38 12.1791 7.8423 3.9629 3.9564 12.3735 7.8346 3.2739
114 1962-06-01 11.39 12.182 6.8523 3.3697 3.9592 11.9795 7.1436 3.2666
115 1962-07-01 9.75 12.1848 5.2123 2.5411 3.9621 11.1709 5.7553 3.2593
116 1962-08-01 9.14 12.1876 4.6023 2.5079 3.9649 10.597 5.1621 3.252
117 1962-09-01 9.81 12.1905 5.2723 3.4115 3.9678 10.3663 5.8119 3.2447
118 1962-10-01 11.55 12.1933 7.0123 4.3255 3.9706 11.1951 7.2856 3.2374
119 1962-11-01 13.71 12.1962 9.1723 4.9177 3.9735 12.7657 8.6815 3.2302
120 1962-12-01 11.95 12.199 7.4123 2.3545 3.9763 13.5718 7.5818 3.2229
121 1963-01-01 12.41 12.2019 7.8723 3.3677 3.9792 13.0214 7.8485 3.2156
122 1963-02-01 10.89 12.2047 6.3523 1.9951 3.982 12.8769 6.7222 3.2083
123 1963-03-01 12.89 12.2076 8.3523 3.6441 3.9849 13.2307 8.1057 3.201
124 1963-04-01 12.03 12.2104 7.4923 2.8293 3.9877 13.1884 7.6509 3.1937
125 1963-05-01 12.66 12.2133 8.1223 4.2429 3.9905 12.4076 7.9977 3.1864
126 1963-06-01 12.37 12.2161 7.8323 4.3497 3.9934 12.0137 7.8559 3.1791
127 1963-07-01 11.03 12.219 6.4923 3.8211 3.9962 11.2051 6.8517 3.1719
128 1963-08-01 8.86 12.2218 4.3223 2.2279 3.9991 10.6312 4.8848 3.1646
129 1963-09-01 9.13 12.2247 4.5923 2.7315 4.0019 10.4004 5.1531 3.1573
130 1963-10-01 10.81 12.2275 6.2723 3.5855 4.0048 11.2293 6.665 3.15
131 1963-11-01 14.17 12.2304 9.6323 5.3777 4.0076 12.7999 8.9878 3.1427
132 1963-12-01 10.35 12.2332 5.8123 0.7545 4.0105 13.606 6.3042 3.1354
133 1964-01-01 15.56 12.2361 11.0223 6.5177 4.0133 13.0556 10.2464 3.1281
134 1964-02-01 12.83 12.2389 8.2923 3.9351 4.0162 12.911 8.1156 3.1208
135 1964-03-01 13.38 12.2418 8.8423 4.1341 4.019 13.2649 8.4121 3.1135
136 1964-04-01 14.23 12.2446 9.6923 5.0293 4.0219 13.2225 9.0372 3.1063
137 1964-05-01 11.98 12.2475 7.4423 3.5629 4.0247 12.4418 7.6222 3.099
138 1964-06-01 11.23 12.2503 6.6923 3.2097 4.0276 12.0479 7.0214 3.0917
139 1964-07-01 9.24 12.2531 4.7023 2.0311 4.0304 11.2393 5.2609 3.0844
140 1964-08-01 10.49 12.256 5.9523 3.8579 4.0333 10.6653 6.414 3.0771
141 1964-09-01 9.11 12.2588 4.5723 2.7115 4.0361 10.4346 5.1339 3.0698
142 1964-10-01 8.15 12.2617 3.6123 0.9255 4.039 11.2635 4.1748 3.0625
143 1964-11-01 8.89 12.2645 4.3523 0.0977 4.0418 12.8341 4.915 3.0552
144 1964-12-01 12.8 12.2674 8.2623 3.2045 4.0447 13.6402 8.103 3.048
145 1965-01-01 10.64 12.2702 6.1023 1.5977 4.0475 13.0898 6.5387 3.0407
146 1965-02-01 11.65 12.2731 7.1123 2.7551 4.0504 12.9452 7.3805 3.0334
147 1965-03-01 10.35 12.2759 5.8123 1.1041 4.0532 13.2991 6.3154 3.0261
148 1965-04-01 11.23 12.2788 6.6923 2.0293 4.056 13.2567 7.0253 3.0188
149 1965-05-01 11.55 12.2816 7.0123 3.1329 4.0589 12.476 7.2904 3.0115
150 1965-06-01 11.38 12.2845 6.8423 3.3597 4.0617 12.082 7.1492 3.0042
151 1965-07-01 9.79 12.2873 5.2523 2.5811 4.0646 11.2735 5.7983 2.9969
152 1965-08-01 9.56 12.2902 5.0223 2.9279 4.0674 10.6995 5.5736 2.9896
153 1965-09-01 9.45 12.293 4.9123 3.0515 4.0703 10.4688 5.4695 2.9824
154 1965-10-01 11.13 12.2959 6.5923 3.9055 4.0731 11.2977 6.9469 2.9751
155 1965-11-01 11.19 12.2987 6.6523 2.3977 4.076 12.8682 7.0022 2.9678
156 1965-12-01 14 12.3016 9.4623 4.4045 4.0788 13.6744 8.8888 2.9605
157 1966-01-01 13.28 12.3044 8.7423 4.2377 4.0817 13.1239 8.4267 2.9532
158 1966-02-01 11.46 12.3073 6.9223 2.5651 4.0845 12.9794 7.2216 2.9459
159 1966-03-01 14 12.3101 9.4623 4.7541 4.0874 13.3332 8.9288 2.9386
160 1966-04-01 12.48 12.313 7.9423 3.2793 4.0902 13.2909 7.9504 2.9313
161 1966-05-01 12.54 12.3158 8.0023 4.1229 4.0931 12.5101 7.9456 2.924
162 1966-06-01 11.4 12.3186 6.8623 3.3797 4.0959 12.1162 7.1766 2.9168
163 1966-07-01 9.73 12.3215 5.1923 2.5211 4.0988 11.3076 5.7411 2.9095
164 1966-08-01 10.33 12.3243 5.7923 3.6979 4.1016 10.7337 6.3008 2.9022
165 1966-09-01 8.75 12.3272 4.2123 2.3515 4.1045 10.503 4.7749 2.8949
166 1966-10-01 11.36 12.33 6.8223 4.1355 4.1073 11.3318 7.1477 2.8876
167 1966-11-01 11.78 12.3329 7.2423 2.9877 4.1102 12.9024 7.4996 2.8803
168 1966-12-01 14.38 12.7785 9.3995 4.7845 4.5557 14.1513 8.9208 2.873
169 1967-01-01 14.52 12.7813 9.5395 5.4777 4.5586 13.6008 8.728 2.8657
170 1967-02-01 14.39 12.7842 9.4095 5.4951 4.5614 13.4563 8.7602 2.8585
171 1967-03-01 16.8 12.787 11.8195 7.5541 4.5643 13.8102 10.6606 2.8512
172 1967-04-01 13.05 12.7899 8.0695 3.8493 4.5671 13.7678 8.3159 2.8439
173 1967-05-01 12.49 12.7927 7.5095 4.0729 4.57 12.9871 7.8313 2.8366
174 1967-06-01 10.26 12.7956 5.2795 2.2397 4.5728 12.5931 5.5818 2.8293
175 1967-07-01 12.3 12.7984 7.3195 5.0911 4.5757 11.7845 7.6467 2.822
176 1967-08-01 10.12 12.8013 5.1395 3.4879 4.5785 11.2106 5.4409 2.8147
177 1967-09-01 11.02 12.8041 6.0395 4.6215 4.5814 10.9799 6.3731 2.8074
178 1967-10-01 14.1 12.8069 9.1195 6.8755 4.5842 11.8087 8.8104 2.8001
179 1967-11-01 12.23 12.8098 7.2495 3.4377 4.5871 13.3793 7.5801 2.7929
180 1967-12-01 17.14 12.8126 12.1595 7.5445 4.5899 14.1854 10.9501 2.7856
181 1968-01-01 17.44 12.8155 12.4595 8.3977 4.5928 13.635 11.2298 2.7783
182 1968-02-01 13.43 12.8183 8.4495 4.5351 4.5956 13.4905 8.3001 2.771
183 1968-03-01 12.73 12.8212 7.7495 3.4841 4.5985 13.8443 8.0344 2.7637
184 1968-04-01 15.35 12.824 10.3695 6.1493 4.6013 13.802 9.2946 2.7564
185 1968-05-01 12.54 12.8269 7.5595 4.1229 4.6042 13.0212 7.8777 2.7491
186 1968-06-01 12.63 12.8297 7.6495 4.6097 4.607 12.6273 7.9568 2.7418
187 1968-07-01 10.88 12.8326 5.8995 3.6711 4.6099 11.8187 6.2166 2.7346
188 1968-08-01 10.52 12.8354 5.5395 3.8879 4.6127 11.2448 5.8437 2.7273
189 1968-09-01 10.96 12.8383 5.9795 4.5615 4.6155 11.014 6.3023 2.72
190 1968-10-01 11.95 12.8411 6.9695 4.7255 4.6184 11.8429 7.3105 2.7127
191 1968-11-01 12.13 12.844 7.1495 3.3377 4.6212 13.4135 7.487 2.7054
192 1968-12-01 17.19 12.8468 12.2095 7.5945 4.6241 14.2196 10.9781 2.6981
193 1969-01-01 14.94 12.8497 9.9595 5.8977 4.6269 13.6692 9.0031 2.6908
194 1969-02-01 13.4 12.8525 8.4195 4.5051 4.6298 13.5246 8.5234 2.6835
195 1969-03-01 12.16 12.8554 7.1795 2.9141 4.6326 13.8785 7.5137 2.6762
196 1969-04-01 13.44 12.8582 8.4595 4.2393 4.6355 13.8361 8.4506 2.669
197 1969-05-01 11.06 12.8611 6.0795 2.6429 4.6383 13.0554 6.408 2.6617
198 1969-06-01 10.55 12.8639 5.5695 2.5297 4.6412 12.6615 5.8769 2.6544
199 1969-07-01 12.38 12.8668 7.3995 5.1711 4.644 11.8529 7.7239 2.6471
200 1969-08-01 12 12.8696 7.0195 5.3679 4.6469 11.2789 7.3594 2.6398
201 1969-09-01 10.63 12.8724 5.6495 4.2315 4.6497 11.0482 5.9613 2.6325
202 1969-10-01 11.13 12.8753 6.1495 3.9055 4.6526 11.8771 6.4872 2.6252
203 1969-11-01 11.83 12.8781 6.8495 3.0377 4.6554 13.4477 7.1898 2.6179
204 1969-12-01 12.53 12.881 7.5495 2.9345 4.6583 14.2538 7.8722 2.6107
205 1970-01-01 13.15 12.8838 8.1695 4.1077 4.6611 13.7034 8.3571 2.6034
206 1970-02-01 10.71 10.6237 7.9925 1.8151 2.401 11.2959 8.1654 2.5961
207 1970-03-01 11.69 10.6266 8.9725 2.4441 2.4038 11.6497 8.608 2.5888
208 1970-04-01 12.86 10.6294 10.1425 3.6593 2.4067 11.6074 9.1782 2.5815
209 1970-05-01 10.43 10.6323 7.7125 2.0129 2.4095 10.8266 8.0284 2.5742
210 1970-06-01 9.46 10.6351 6.7425 1.4397 2.4124 10.4327 7.2001 2.5669
211 1970-07-01 8.44 10.638 5.7225 1.2311 2.4152 9.6241 6.1625 2.5596
212 1970-08-01 8.88 10.6408 6.1625 2.2479 2.4181 9.0502 6.6102 2.5523
213 1970-09-01 9.99 10.6437 7.2725 3.5915 2.4209 8.8194 7.6773 2.5451
214 1970-10-01 9.68 10.6465 6.9625 2.4555 2.4238 9.6483 7.4163 2.5378
215 1970-11-01 12.18 10.6494 9.4625 3.3877 2.4266 11.2189 8.6404 2.5305
216 1970-12-01 14.01 10.6522 11.2925 4.4145 2.4295 12.025 10.2333 2.5232
217 1971-01-01 11.88 10.6551 9.1625 2.8377 2.4323 11.4746 8.7029 2.5159
218 1971-02-01 10.7 10.6579 7.9825 1.8051 2.4352 11.33 8.2091 2.5086
219 1971-03-01 15.74 10.6608 13.0225 6.4941 2.438 11.6839 11.9144 2.5013
220 1971-04-01 11.56 10.6636 8.8425 2.3593 2.4409 11.6415 8.7421 2.494
221 1971-05-01 10.79 10.6664 8.0725 2.3729 2.4437 10.8608 8.1859 2.4868
222 1971-06-01 9.87 10.6693 7.1525 1.8497 2.4466 10.4668 7.5997 2.4795
223 1971-07-01 7.74 10.6721 5.0225 0.5311 2.4494 9.6583 5.459 2.4722
224 1971-08-01 8.76 10.675 6.0425 2.1279 2.4523 9.0843 6.4842 2.4649
225 1971-09-01 9.1 10.6778 6.3825 2.7015 2.4551 8.8536 6.8345 2.4576
226 1971-10-01 10.11 10.6807 7.3925 2.8855 2.458 9.6825 7.7735 2.4503
227 1971-11-01 12.19 10.6835 9.4725 3.3977 2.4608 11.2531 8.7343 2.443
228 1971-12-01 11.66 10.6864 8.9425 2.0645 2.4637 12.0592 8.7593 2.4357
